image_path,image_name,question,answer,position,split
polyp_endoscopy/train_masks/114.png,114.png,Where is the tumor located in the image?,The tumor is situated in the top right area of the image.,The tumor resides in position top right and away from the center.,train
polyp_endoscopy/train_masks/115.png,115.png,Can you describe the position of the polyp in the image?,"The polyp is found towards the bottom right side, away from the center.",The tumor resides in position bottom right and away from the center.,train
polyp_endoscopy/train_masks/116.png,116.png,In which part of the image is the tumor found?,"The tumor is located in the top right area, approximately in the center.",The tumor appears to be located in position top right and which is near the center.,train
polyp_endoscopy/train_masks/117.png,117.png,Where is the polyp located in the image?,The polyp is situated near the center of the image.,The tumor appears to be located in position center and which is near the center.,train
polyp_endoscopy/train_masks/118.png,118.png,Can you describe the position of the polyp in the image?,The polyp is found close to the center of the image.,The tumor is observed in position center and near the center.,train
polyp_endoscopy/train_masks/12.png,12.png,What is the location of the detected mass in the image?,The mass is located close to the center of the image.,The tumor is detected in position center and close to the center.,train
polyp_endoscopy/train_masks/120.png,120.png,Where is the tumor located in the image?,The tumor is found in the bottom right area of the image.,The tumor is detected in position bottom right and far from the center.,train
polyp_endoscopy/train_masks/121.png,121.png,In which part of the image is the polyp situated?,"The polyp is situated in the bottom right region, away from the center.",The tumor is situated in position bottom right and far from the center.,train
polyp_endoscopy/train_masks/122.png,122.png,Can you describe the position of the lesion in the image?,"The lesion is positioned in the lower right region, away from the center.",The tumor is present in position bottom right and away from the center.,train
polyp_endoscopy/train_masks/123.png,123.png,Where is the tumor located in the medical image?,The tumor is situated in the bottom right corner of the image.,The tumor is marked in position bottom right and far from the center.,train
polyp_endoscopy/train_masks/124.png,124.png,In which part of the image is the polyp found?,"The polyp is positioned towards the bottom right side of the image, not near the central region.",The tumor is observed in position bottom right and away from the center.,train
polyp_endoscopy/train_masks/125.png,125.png,In which part of the image is the tumor located?,"The tumor is positioned towards the top right side of the image, not near the center.",The tumor is in position top right and far from the center.,train
polyp_endoscopy/train_masks/126.png,126.png,Where is the tumor located in the medical image?,The tumor is located in the top right area of the image.,The tumor is visible in position top right and away from the center.,train
polyp_endoscopy/train_masks/127.png,127.png,In which part of the image is the polyp situated?,The polyp is found in the lower right section of the image.,In position bottom right and the tumor is far from the center of the image.,train
polyp_endoscopy/train_masks/128.png,128.png,Can you describe the position of the tumor in the image?,"The tumor is positioned in the bottom right region, away from the center.",The tumor is identified in position bottom right and far from the center.,train
polyp_endoscopy/train_masks/129.png,129.png,Where is the polyp located in the image?,The polyp is situated in the bottom right area of the image.,The tumor is in position bottom right and far from the center.,train
polyp_endoscopy/train_masks/13.png,13.png,In which part of the image is the polyp found?,The polyp is positioned towards the bottom left side of the image.,The tumor resides in position bottom left and away from the center.,train
polyp_endoscopy/train_masks/130.png,130.png,What is the location of the detected tumor?,The tumor is positioned in the central part of the image.,The tumor is detected in position center and close to the center.,train
polyp_endoscopy/train_masks/131.png,131.png,Where is the polyp located in the image?,The polyp is situated near the center of the image.,In position center and the tumor is near the center of the image.,train
polyp_endoscopy/train_masks/132.png,132.png,Can you describe the position of the polyp relative to the center of the image?,The polyp is positioned away from the center and towards the bottom left side.,The tumor is visible in position bottom left and away from the center.,train
polyp_endoscopy/train_masks/133.png,133.png,Can you describe the location of the tumor in the image?,"The tumor is found in the bottom left region, approximately at the center.",Position bottom left reveals the tumor and which is near the center.,train
polyp_endoscopy/train_masks/135.png,135.png,Where is the tumor located in the image?,The tumor is located in the bottom right corner of the image and is not near the center.,Position bottom right shows the tumor and which is not near the center.,train
polyp_endoscopy/train_masks/136.png,136.png,In which part of the image is the polyp found?,The polyp is located towards the bottom right side of the image.,The tumor is marked in position bottom right and far from the center.,train
polyp_endoscopy/train_masks/137.png,137.png,Can you describe the location of the polyp relative to the center of the image?,"The polyp is positioned in the bottom right, away from the center of the image.",The tumor appears to be located in position bottom right and which is not near the center.,train
polyp_endoscopy/train_masks/138.png,138.png,Where is the tumor located in the medical image?,The tumor is positioned near the center of the image.,Position center shows the tumor and which is near the center.,train
polyp_endoscopy/train_masks/139.png,139.png,Can you describe the position of the polyp relative to the image center?,The polyp is located close to the central area of the image.,In position center and the tumor is situated near the center.,train
polyp_endoscopy/train_masks/140.png,140.png,What is the location of the tumor relative to the image?,The tumor is positioned at the center and near the center of the image.,The tumor is in position center and near the center.,train
polyp_endoscopy/train_masks/141.png,141.png,Where is the tumor located in the medical image?,The tumor is situated in the central region of the image.,The tumor resides in position center and close to the center.,train
polyp_endoscopy/train_masks/142.png,142.png,Can you describe the position of the polyp in the image?,The polyp is found near the center of the image.,The tumor appears to be located in position center and which is near the center.,train
polyp_endoscopy/train_masks/143.png,143.png,Can you describe the position of the tumor in the image?,"The tumor is positioned towards the bottom right side of the image, not close to the center.",Position bottom right shows the tumor and which is not near the center.,train
polyp_endoscopy/train_masks/144.png,144.png,Where is the tumor located in the image?,The tumor is positioned in the bottom right corner of the image and is not near the center.,Position bottom right reveals the tumor and which is not near the center.,train
polyp_endoscopy/train_masks/145.png,145.png,Can you describe the position of the polyp in the image?,The polyp is found close to the central area of the image.,The tumor is identified in position center and close to the center.,train
polyp_endoscopy/train_masks/146.png,146.png,What is the location of the lesion in the image?,The lesion is positioned near the center of the image.,The tumor is located in position center and near the center.,train
polyp_endoscopy/train_masks/147.png,147.png,Where is the tumor located in the medical image?,The tumor is situated near the center of the image.,Position center reveals the tumor and which is near the center.,train
polyp_endoscopy/train_masks/149.png,149.png,Can you describe the location of the polyp in the image?,"The polyp is found in the bottom right area, close to the center of the image.",Located in position bottom right and the tumor is near the center.,train
polyp_endoscopy/train_masks/15.png,15.png,What is the location of the tumor according to the image description?,The tumor is situated in the central and near-central areas of the image.,The tumor is observed in position center and near the center.,train
polyp_endoscopy/train_masks/150.png,150.png,Where is the polyp located in the medical image?,"The polyp is situated in the bottom left area of the image, with the tumor near the center.",Located in position bottom left and the tumor is near the center.,train
polyp_endoscopy/train_masks/151.png,151.png,In which part of the image is the polyp found?,The polyp is positioned towards the lower left side of the image.,The tumor lies in position bottom left and away from the center of the image.,train
polyp_endoscopy/train_masks/152.png,152.png,In which part of the image is the tumor situated?,The tumor is positioned in the central region of the image.,The tumor is visible in position center and close to the center.,train
polyp_endoscopy/train_masks/153.png,153.png,Where is the polyp located in the medical image?,The polyp is situated in the top left area and close to the center of the image.,The tumor is located in position top left and near the center.,train
polyp_endoscopy/train_masks/155.png,155.png,Can you describe the location of the polyp in the image?,The polyp is found in the top left region and is close to the center of the image.,Located in position top left and the tumor is near the center.,train
polyp_endoscopy/train_masks/156.png,156.png,In which part of the image is the tumor found?,The tumor is found in the top left area and also near the center.,The tumor is marked in position top left and near the center.,train
polyp_endoscopy/train_masks/157.png,157.png,Where is the tumor located in the medical image?,The tumor is found in the central and near-central regions of the image.,The tumor is observed in position center and near the center.,train
polyp_endoscopy/train_masks/158.png,158.png,In which part of the image is the tumor situated?,"The tumor is situated in the top left region, away from the center.",The tumor is marked in position top left and far from the center.,train
polyp_endoscopy/train_masks/159.png,159.png,Can you describe the location of the observed lesion?,"The lesion is located in the upper left portion of the image, at a distance from the center.",The tumor is observed in position top left and away from the center.,train
polyp_endoscopy/train_masks/16.png,16.png,Where is the tumor located in the medical image?,The tumor is positioned in the bottom right corner of the image and is not near the center.,Position bottom right reveals the tumor and which is not near the center.,train
polyp_endoscopy/train_masks/160.png,160.png,Can you describe the position of the polyp relative to the center of the image?,The polyp is located close to the central area of the image.,Located in position center and the tumor is near the center.,train
polyp_endoscopy/train_masks/161.png,161.png,In which part of the image is the polyp situated?,The polyp is positioned in the top left and near the center of the image.,The tumor is present in position top left and near the center.,train
polyp_endoscopy/train_masks/162.png,162.png,Where is the tumor located in the medical image?,The tumor is found in the top left and near the center of the image.,The tumor is present in position top left and near the center.,train
polyp_endoscopy/train_masks/164.png,164.png,In which part of the image is the tumor situated?,"The tumor is situated in the top left area of the image, away from the center.",Position top left contains the tumor and which is not near the center.,train
polyp_endoscopy/train_masks/165.png,165.png,Can you describe the location of the tumor in the image?,"The tumor is located towards the top left side of the image, away from the center.",The tumor is present in position top left and away from the center.,train
polyp_endoscopy/train_masks/167.png,167.png,Where is the polyp located in the medical image?,The polyp is positioned in the top left area of the image.,The tumor is in position top left and far from the center.,train
polyp_endoscopy/train_masks/168.png,168.png,Can you describe the position of the polyp relative to the center of the image?,The polyp is positioned close to the center of the image.,Position center reveals the tumor and which is near the center.,train
polyp_endoscopy/train_masks/169.png,169.png,In which part of the image is the polyp situated?,The polyp is located towards the top right and approximately in the center of the image.,The tumor is located in position top right and near the center.,train
polyp_endoscopy/train_masks/17.png,17.png,Where is the tumor located in the image?,The tumor is located in the bottom right area of the image and is not near the center.,The tumor is found in position bottom right and which is not near the center.,train
polyp_endoscopy/train_masks/170.png,170.png,In which part of the image is the polyp found?,The polyp is located towards the top right side of the image.,The tumor is identified in position top right and far from the center.,train
polyp_endoscopy/train_masks/172.png,172.png,Can you describe the location of the polyp in the image?,"The polyp is located in the top right region, away from the center of the image.",The tumor is detected in position top right and far from the center.,train
polyp_endoscopy/train_masks/173.png,173.png,Where is the tumor located in the medical image?,The tumor is positioned at the center of the image.,The tumor is situated in position center and close to the center.,train
polyp_endoscopy/train_masks/174.png,174.png,Can you describe the position of the polyp relative to the image center?,The polyp is close to the central area of the image.,In position center and the tumor is near the center of the image.,train
polyp_endoscopy/train_masks/175.png,175.png,In which part of the image is the tumor located?,The tumor is positioned towards the bottom left of the image.,The tumor is in position bottom left and far from the center.,train
polyp_endoscopy/train_masks/176.png,176.png,Where is the tumor located in the image?,The tumor is situated in the central region of the image.,The tumor is in position center and near the center.,train
polyp_endoscopy/train_masks/177.png,177.png,Can you describe the position of the polyp in the image?,"The polyp is found in the lower left part of the image, away from the center.",The tumor is in position bottom left and far from the center.,train
polyp_endoscopy/train_masks/178.png,178.png,In which part of the image is the tumor detected?,The tumor is detected in the top right and near the center of the image.,The tumor is detected in position top right and close to the center.,train
polyp_endoscopy/train_masks/18.png,18.png,Where is the tumor located in the image?,The tumor is situated in the bottom right portion of the image.,The tumor is situated in position bottom right and far from the center.,train
polyp_endoscopy/train_masks/180.png,180.png,In which part of the image is the polyp found?,The polyp is positioned towards the bottom right and close to the center.,The tumor is situated in position bottom right and close to the center.,train
polyp_endoscopy/train_masks/182.png,182.png,In which part of the image is the tumor positioned?,"The tumor is positioned in the bottom right section, which is near the center.",The tumor appears to be located in position bottom right and which is near the center.,train
polyp_endoscopy/train_masks/183.png,183.png,Where is the polyp located in the medical image?,The polyp is positioned in the bottom right and near the center of the image.,The tumor is marked in position bottom right and near the center.,train
polyp_endoscopy/train_masks/184.png,184.png,Can you describe the location of the polyp in the image?,The polyp is found in the central and nearly central area of the image.,The tumor is marked in position center and near the center.,train
polyp_endoscopy/train_masks/186.png,186.png,In which part of the image is the tumor located?,The tumor is positioned in the center of the image.,The tumor is visible in position center and close to the center.,train
polyp_endoscopy/train_masks/187.png,187.png,Where is the tumor located in the medical image?,The tumor is situated in the center and near the center of the image.,The tumor is marked in position center and near the center.,train
polyp_endoscopy/train_masks/188.png,188.png,Can you describe the position of the polyp relative to the image center?,The polyp is located close to the center of the image.,In position center and the tumor is situated near the center.,train
polyp_endoscopy/train_masks/189.png,189.png,What is the positional relationship of the polyp with respect to the center of the image?,The polyp is found in a position near the center of the image.,In position center and the tumor is situated near the center.,train
polyp_endoscopy/train_masks/19.png,19.png,Where is the tumor located in the medical image?,The tumor is located in the bottom right area of the image.,The tumor is identified in position bottom right and far from the center.,train
polyp_endoscopy/train_masks/190.png,190.png,Can you describe the location of the polyp in the image?,The polyp is found close to the central area of the image.,Position center contains the tumor and which is near the center.,train
polyp_endoscopy/train_masks/192.png,192.png,In which part of the image is the polyp located?,The polyp is located in the top right and near the central region of the image.,The tumor is identified in position top right and close to the center.,train
polyp_endoscopy/train_masks/193.png,193.png,Where is the polyp located in the image?,The polyp is located in the bottom right area of the image.,The tumor is present in position bottom right and away from the center.,train
polyp_endoscopy/train_masks/194.png,194.png,Can you describe the position of the polyp in the image?,The polyp is found in the central area of the image.,The tumor is visible in position center and close to the center.,train
polyp_endoscopy/train_masks/195.png,195.png,What is the approximate location of the polyp in the image?,The polyp is found in the vicinity of the image's center.,Located in position center and the tumor is near the center.,train
polyp_endoscopy/train_masks/196.png,196.png,Where is the tumor located in the medical image?,The tumor is situated in the bottom right area and near the center of the image.,The tumor is visible in position bottom right and close to the center.,train
polyp_endoscopy/train_masks/197.png,197.png,Can you describe the location of the polyp in the image?,The polyp is positioned near the center in the bottom right part of the image.,The tumor is found in position bottom right and which is near the center.,train
polyp_endoscopy/train_masks/198.png,198.png,In which part of the image is the tumor situated?,The tumor is positioned in the top right and near the center.,The tumor is located in position top right and near the center.,train
polyp_endoscopy/train_masks/199.png,199.png,Where is the polyp located in the medical image?,The polyp is situated in the top right area and close to the center of the image.,The tumor is in position top right and near the center.,train
polyp_endoscopy/train_masks/2.png,2.png,Can you describe the position of the tumor in the image?,The tumor is found in the center and close to the center of the image.,The tumor is present in position center and near the center.,train
polyp_endoscopy/train_masks/20.png,20.png,Can you describe the location of the lesion in the image?,"The lesion is located towards the bottom left side of the image, at a distance from the center.",The tumor is present in position bottom left and away from the center.,train
polyp_endoscopy/train_masks/200.png,200.png,Where is the tumor located in the medical image?,The tumor is situated in the central region of the image.,The tumor is positioned in center and close to the center.,train
polyp_endoscopy/train_masks/201.png,201.png,Can you describe the location of the polyp in the image?,The polyp is situated towards the center of the image.,The tumor is observed in position center and near the center.,train
polyp_endoscopy/train_masks/202.png,202.png,What is the location of the tumor in the image?,The tumor is positioned in the central area of the image.,The tumor is visible in position center and close to the center.,train
polyp_endoscopy/train_masks/203.png,203.png,Where is the tumor located in the medical image?,"The tumor is situated in the bottom right area of the image, away from the center.",The tumor is visible in position bottom right and away from the center.,train
polyp_endoscopy/train_masks/204.png,204.png,In which part of the image can the polyp be found?,The polyp is situated towards the lower right side of the image.,In position bottom right and the tumor is far from the center of the image.,train
polyp_endoscopy/train_masks/206.png,206.png,In which part of the image is the tumor located?,"The tumor is located in the bottom left portion of the image, not near the center.",The tumor appears to be located in position bottom left and which is not near the center.,train
polyp_endoscopy/train_masks/207.png,207.png,Where is the tumor located in the medical image?,The tumor is positioned in the bottom left area of the image.,The tumor is marked in position bottom left and near the center.,train
polyp_endoscopy/train_masks/208.png,208.png,Can you describe the position of the polyp in the image?,"The polyp is situated in the bottom right portion, close to the center.",The tumor is found in position bottom right and which is near the center.,train
polyp_endoscopy/train_masks/209.png,209.png,Can you describe the location of the polyp in the image?,The polyp is located in the lower right portion of the image.,In position bottom right and the tumor is situated far from the center.,train
polyp_endoscopy/train_masks/210.png,210.png,Where is the tumor located in the image?,The tumor is located at the center and near the center of the image.,The tumor is marked in position center and near the center.,train
polyp_endoscopy/train_masks/211.png,211.png,Can you describe the position of the polyp in the image?,The polyp is situated near the center of the image.,The tumor is identified in position center and close to the center.,train
polyp_endoscopy/train_masks/212.png,212.png,What is the location of the polyp in relation to the central area of the image?,The polyp is positioned close to the central area of the image.,The tumor is found in position center and which is near the center.,train
polyp_endoscopy/train_masks/213.png,213.png,Where is the tumor located in the medical image?,The tumor is situated at the center of the image.,The tumor is found in position center and which is near the center.,train
polyp_endoscopy/train_masks/214.png,214.png,Can you describe the position of the polyp in the image?,The polyp is found towards the bottom left side and close to the center.,The tumor resides in position bottom left and close to the center.,train
polyp_endoscopy/train_masks/215.png,215.png,Can you describe the position of the detected tumor?,"The tumor is positioned in the bottom right corner of the image, away from the center.",The tumor is detected in position bottom right and far from the center.,train
polyp_endoscopy/train_masks/216.png,216.png,Where is the polyp located in the image?,The polyp is situated in the bottom left area of the image.,In position bottom left and the tumor is situated far from the center.,train
polyp_endoscopy/train_masks/217.png,217.png,Can you describe the position of the tumor in the image?,The tumor is found in the central area of the image.,The tumor lies in position center and near the center of the image.,train
polyp_endoscopy/train_masks/218.png,218.png,In which part of the image is the tumor situated?,"The tumor is positioned towards the bottom right side of the image, near the center.",The tumor is positioned in bottom right and close to the center.,train
polyp_endoscopy/train_masks/219.png,219.png,Where is the tumor located in the medical image?,The tumor is found in the bottom right area and near the center of the image.,The tumor is identified in position bottom right and close to the center.,train
polyp_endoscopy/train_masks/22.png,22.png,What is the location of the polyp in the image?,The polyp is found close to the central area of the image.,Position center reveals the tumor and which is near the center.,train
polyp_endoscopy/train_masks/220.png,220.png,In which part of the image is the tumor found?,"The tumor is found in the bottom right region, away from the center.",The tumor is identified in position bottom right and far from the center.,train
polyp_endoscopy/train_masks/221.png,221.png,Where is the tumor located in the medical image?,The tumor is situated in the bottom right quadrant of the image.,The tumor is positioned in bottom right and far from the center.,train
polyp_endoscopy/train_masks/222.png,222.png,Can you describe the location of the polyp in the image?,"The polyp is found towards the bottom right side, away from the center.",The tumor is visible in position bottom right and away from the center.,train
polyp_endoscopy/train_masks/223.png,223.png,In which part of the image is the polyp located?,"The polyp is positioned in the lower right region, not near the center.",The tumor is present in position bottom right and away from the center.,train
polyp_endoscopy/train_masks/224.png,224.png,Where is the polyp located in the image?,The polyp is positioned in the bottom right area of the image.,Located in position bottom right and the tumor is away from the center.,train
polyp_endoscopy/train_masks/225.png,225.png,In which part of the image is the polyp found?,The polyp is positioned towards the bottom right side of the image.,The tumor is in position bottom right and far from the center.,train
polyp_endoscopy/train_masks/226.png,226.png,Can you describe the location of the observed lesion?,"The lesion is located in the bottom left portion of the image, at a distance from the center.",The tumor is observed in position bottom left and away from the center.,train
polyp_endoscopy/train_masks/227.png,227.png,Where is the tumor located in the image?,The tumor is situated in the bottom left area of the image and is positioned far from the center.,The tumor is marked in position bottom left and far from the center.,train
polyp_endoscopy/train_masks/228.png,228.png,What is the position of the polyp in the image?,The polyp is found in the central area of the image.,Position center reveals the tumor and which is near the center.,train
polyp_endoscopy/train_masks/229.png,229.png,What is the location of the identified tumor?,The tumor is positioned in the center and near the center of the image.,The tumor is identified in position center and close to the center.,train
polyp_endoscopy/train_masks/23.png,23.png,Where is the tumor located in the medical image?,The tumor is situated in the bottom right and near the center of the image.,The tumor is located in position bottom right and near the center.,train
polyp_endoscopy/train_masks/230.png,230.png,What is the position of the polyp in the image?,The polyp is positioned close to the central area of the image.,Position center reveals the tumor and which is near the center.,train
polyp_endoscopy/train_masks/231.png,231.png,What is the location of the detected lesion?,The lesion is positioned close to the center of the image.,The tumor is detected in position center and close to the center.,train
polyp_endoscopy/train_masks/232.png,232.png,Where is the polyp located in the image?,The polyp is situated near the center of the image.,In position center and the tumor is situated near the center.,train
polyp_endoscopy/train_masks/233.png,233.png,Can you describe the location of the polyp in the image?,The polyp is found near the central area of the image.,The tumor is situated in position center and close to the center.,train
polyp_endoscopy/train_masks/234.png,234.png,What is the location of the tumor according to the image description?,The tumor is situated in the central and near central regions of the image.,The tumor is observed in position center and near the center.,train
polyp_endoscopy/train_masks/235.png,235.png,Where is the polyp located in the image?,The polyp is situated near the central area of the image.,The tumor is identified in position center and close to the center.,train
polyp_endoscopy/train_masks/236.png,236.png,Can you describe the position of the polyp in the image?,"The polyp is situated in the bottom right part of the image, close to the center.",The tumor is found in position bottom right and which is near the center.,train
polyp_endoscopy/train_masks/237.png,237.png,Where is the lesion situated in the medical image?,The lesion is located near the center of the image.,The tumor is present in position center and near the center.,train
polyp_endoscopy/train_masks/238.png,238.png,Where is the polyp located in the medical image?,The polyp is situated in the central region of the image.,The tumor is found in position center and which is near the center.,train
polyp_endoscopy/train_masks/239.png,239.png,Can you describe the position of the polyp in the image?,The polyp is found in the central area of the image.,The tumor is marked in position center and near the center.,train
polyp_endoscopy/train_masks/24.png,24.png,In which part of the image is the polyp found?,"The polyp is located in the bottom right area, away from the central region.",The tumor is in position bottom right and far from the center.,train
polyp_endoscopy/train_masks/241.png,241.png,Where is the polyp located in the image?,The polyp is situated near the center of the image.,In position center and the tumor is situated near the center.,train
polyp_endoscopy/train_masks/242.png,242.png,Can you describe the position of the polyp in the image?,"The polyp is found in the lower left region, close to the central part of the image.",The tumor is visible in position bottom left and close to the center.,train
polyp_endoscopy/train_masks/243.png,243.png,What is the location of the tumor in relation to the central area?,The tumor is found near the center of the image.,The tumor is positioned in center and close to the center.,train
polyp_endoscopy/train_masks/244.png,244.png,Where is the tumor located in the image?,The tumor is situated in the central region of the image.,The tumor is identified in position center and close to the center.,train
polyp_endoscopy/train_masks/245.png,245.png,Can you describe the position of the polyp in the image?,The polyp is found in the central area of the image.,The tumor is found in position center and which is near the center.,train
polyp_endoscopy/train_masks/246.png,246.png,Can you describe the location of the marked tumor?,The marked tumor is located in the lower left portion of the image.,The tumor is marked in position bottom left and far from the center.,train
polyp_endoscopy/train_masks/247.png,247.png,Where is the tumor located in the medical image?,The tumor is situated at the center of the image.,The tumor is in position center and near the center.,train
polyp_endoscopy/train_masks/248.png,248.png,Can you describe the position of the polyp in the image?,"The polyp is found in the lower left area, close to the center.",The tumor is in position bottom left and near the center.,train
polyp_endoscopy/train_masks/249.png,249.png,What is the location of the polyp according to the description?,The polyp is positioned close to the center of the image.,The tumor is identified in position center and close to the center.,train
polyp_endoscopy/train_masks/250.png,250.png,Where is the tumor located in the medical image?,The tumor is situated near the center of the image.,The tumor is visible in position center and close to the center.,train
polyp_endoscopy/train_masks/252.png,252.png,Can you describe the position of the tumor in the image?,The tumor is situated in the center and close to the center of the image.,The tumor is observed in position center and near the center.,train
polyp_endoscopy/train_masks/253.png,253.png,In which area of the image is the tumor situated?,The tumor is located near the center of the image.,The tumor is observed in position center and near the center.,train
polyp_endoscopy/train_masks/254.png,254.png,Where is the tumor located in the medical image?,The tumor is positioned at the center of the image.,The tumor is situated in position center and close to the center.,train
polyp_endoscopy/train_masks/255.png,255.png,Can you describe the location of the polyp relative to the image corners?,The polyp is situated in the bottom left area but is closer to the center of the image.,In position bottom left and the tumor is near the center of the image.,train
polyp_endoscopy/train_masks/256.png,256.png,What is the location of the tumor within the image?,The tumor is positioned towards the center of the image.,The tumor lies in position center and near the center of the image.,train
polyp_endoscopy/train_masks/257.png,257.png,Where is the tumor located in the image?,The tumor is situated near the center of the image.,Position center contains the tumor and which is near the center.,train
polyp_endoscopy/train_masks/258.png,258.png,Can you describe the position of the polyp in the image?,The polyp is found near the center of the image.,The tumor is found in position center and which is near the center.,train
polyp_endoscopy/train_masks/259.png,259.png,What is the location of the tumor in the image?,The tumor is positioned close to the center of the image.,The tumor is detected in position center and close to the center.,train
polyp_endoscopy/train_masks/26.png,26.png,Where is the polyp located in the image?,The polyp is situated near the center of the top left position.,Position top left shows the tumor and which is near the center.,train
polyp_endoscopy/train_masks/260.png,260.png,Can you describe the position of the polyp in the image?,The polyp is found in the central and nearly central area of the image.,The tumor lies in position center and near the center of the image.,train
polyp_endoscopy/train_masks/261.png,261.png,What is the location of the tumor relative to the center of the image?,The tumor is positioned close to the center of the image.,The tumor is positioned in center and close to the center.,train
polyp_endoscopy/train_masks/262.png,262.png,Where is the tumor located in the medical image?,The tumor is positioned in the bottom right corner of the image and is not near the center.,Position bottom right contains the tumor and which is not near the center.,train
polyp_endoscopy/train_masks/263.png,263.png,In which part of the image can the polyp be found?,The polyp is situated towards the bottom left of the image.,In position bottom left and the tumor is far from the center of the image.,train
polyp_endoscopy/train_masks/264.png,264.png,What is the location of the tumor relative to the image?,The tumor is positioned centrally and close to the center of the image.,The tumor is positioned in center and close to the center.,train
polyp_endoscopy/train_masks/265.png,265.png,Where is the tumor located in the image?,The tumor is situated in the central region of the image.,The tumor resides in position center and close to the center.,train
polyp_endoscopy/train_masks/267.png,267.png,Can you describe the position of the polyp in the image?,The polyp is found near the center of the image.,The tumor is detected in position center and close to the center.,train
polyp_endoscopy/train_masks/268.png,268.png,What is the location of the tumor in the image?,The tumor is positioned in the central area and adjacent to the center.,The tumor is present in position center and near the center.,train
polyp_endoscopy/train_masks/269.png,269.png,Where is the tumor located in the medical image?,"The tumor is situated in the bottom left area, close to the center.",The tumor is found in position bottom left and which is near the center.,train
polyp_endoscopy/train_masks/27.png,27.png,Can you describe the position of the polyp relative to the image center?,The polyp is located close to the center of the image.,In position center and the tumor is near the center of the image.,train
polyp_endoscopy/train_masks/270.png,270.png,What is the approximate location of the polyp within the image?,The polyp is found in the vicinity of the image's center.,In position center and the tumor is near the center of the image.,train
polyp_endoscopy/train_masks/271.png,271.png,Where is the polyp located in the image?,The polyp is situated near the center of the image.,Located in position center and the tumor is near the center.,train
polyp_endoscopy/train_masks/272.png,272.png,Can you describe the position of the polyp in the image?,The polyp is found close to the central area of the image.,Position center contains the tumor and which is near the center.,train
polyp_endoscopy/train_masks/273.png,273.png,What is the location of the tumor relative to the image?,The tumor is positioned close to the center of the image.,The tumor is positioned in center and close to the center.,train
polyp_endoscopy/train_masks/274.png,274.png,Where is the tumor located in the medical image?,The tumor is situated at the central and near-central regions of the image.,The tumor is located in position center and near the center.,train
polyp_endoscopy/train_masks/275.png,275.png,Can you describe the position of the polyp relative to the image center?,The polyp is located close to the central area of the image.,Located in position center and the tumor is near the center.,train
polyp_endoscopy/train_masks/276.png,276.png,Can you describe the location of the lesion in the image?,The lesion is positioned close to the center of the image.,The tumor is situated in position center and close to the center.,train
polyp_endoscopy/train_masks/277.png,277.png,Where is the polyp located in the image?,The polyp is situated in the central region of the image.,The tumor is found in position center and which is near the center.,train
polyp_endoscopy/train_masks/278.png,278.png,Can you describe the location of the polyp in the image?,The polyp is positioned near the center in the bottom right part of the image.,The tumor is found in position bottom right and which is near the center.,train
